Source,Abbreviation,Content,Rating,,,,
Enjoy Saudi,Enjoy Saudi,"التطبيق ك فكرة ممتاز
العيوب العملية كثيرة
١- لا يحدد السعر للمناسبة
٢- لا يمكن الشراء من التطبيق
٣- لا يوضح التفاصيل بصورة واضحة
٤- لا يقدم برومو عن الفاعلية
٥- عند مشاهدة الفاعلية لمدينة محددة. والرجوع لاستكمال الباقي تعود للصفحة الرئيسيّة من جديد",1,التطبيق ك فكره ممتاز العيوب العمليه كثيره  لا يحدد السعر للمناسبه  لا يمكن الشراء من التطبيق  لا يوضح التفاصيل بصوره واضحه  لا يقدم برومو عن الفاعليه  عند مشاهده الفاعليه لمدينه محدده والرجوع لاستكمال الباقي تعود للصفحه الرئيسيه من جديد,تطبيق فكر ممتاز عيب عمليه كثير لا حدد سعر مناسبه لا امكن شراء تطبيق لا وضح تفصيل صوره واضح لا قدم رومو فاعل مشهد فاعل مدين محدد رجوع استكمال باقي صفحه رئيسيه جديد,ar,ال+تطبيق ك فكر+ه ممتاز ال+عيوب ال+عمليه كثير+ه لا يحدد ال+سعر ل+ال+مناسبه لا يمكن ال+شراء من ال+تطبيق لا يوضح ال+تفاصيل ب+صور+ه واضح+ه لا يقدم ب+رومو عن ال+فاعليه عند مشاهد+ه ال+فاعليه ل+مدين+ه محدد+ه و+ال+رجوع ل+استكمال ال+باقي تعود ل+ال+صفحه ال+رئيسيه من جديد
Enjoy Saudi,Enjoy Saudi,التطبيق لا يستفاد منه واخطا كثيره في مواقع الفعاليات ولا توجدفيه جميع الفعاليات !!!,1,التطبيق لا يستفاد منه واخطا كثيره في مواقع الفعاليات ولا توجدفيه جميع الفعاليات,تطبيق لا استفاد اخطا كثير موقع فعاليه لا توجدفيه جميع فعاليه,ar,ال+تطبيق لا يستفاد من+ه و+اخطا كثير+ه في مواقع ال+فعالي+ات و+لا توجدفيه جميع ال+فعالي+ات
Enjoy Saudi,Enjoy Saudi,التطبيق لا يعمل,1,التطبيق لا يعمل,تطبيق لا عمل,ar,ال+تطبيق لا يعمل
Enjoy Saudi,Enjoy Saudi,التطبيق لا يعمل,1,التطبيق لا يعمل,تطبيق لا عمل,ar,ال+تطبيق لا يعمل
Enjoy Saudi,Enjoy Saudi,التطبيق لا يعمل,1,التطبيق لا يعمل,تطبيق لا عمل,ar,ال+تطبيق لا يعمل
Enjoy Saudi,Enjoy Saudi,التطبيق لا يعمل على أندرويد ٩,1,التطبيق لا يعمل على اندرويد ,تطبيق لا عمل اندرويد,ar,ال+تطبيق لا يعمل على اندرويد
Enjoy Saudi,Enjoy Saudi,التطبيق ما يشتغل عندي,1,التطبيق ما يشتغل عندي,تطبيق اشتغل,ar,ال+تطبيق ما يشتغل عند+ي
Enjoy Saudi,Enjoy Saudi,التطبيق ما يعمل. يعلق مباشرة,1,التطبيق ما يعمل يعلق مباشره,تطبيق عمل مباشر,ar,ال+تطبيق ما يعمل يعلق مباشر+ه
Enjoy Saudi,Enjoy Saudi,التطبيق مافيه الا كتيب الفعاليات حقت اليوم الوطني اللي نتداولها بالواتس بسس .. مدري وش الفايده نحمله,1,التطبيق مافيه الا كتيب الفعاليات حقت اليوم الوطني اللي نتداولها بالواتس بسس مدري وش الفايده نحمله,تطبيق مافي الا كتيب فعاليه حق وطني تداول واتس بسس مدري وش فايده حمل,ar,ال+تطبيق مافي+ه الا كتيب ال+فعالي+ات حق+ت ال+يوم ال+وطني اللي نتداول+ها ب+ال+واتس بسس مدري وش ال+فايده نحمل+ه
Enjoy Saudi,Enjoy Saudi,التطبيق مايشتغل,1,التطبيق مايشتغل,تطبيق مايشتغل,ar,ال+تطبيق مايشتغل
Enjoy Saudi,Enjoy Saudi,التطبيق هذا احسن مثال يجسد شغل الهيئة، يحتاجون تطوير بالحيل,1,التطبيق هذا احسن مثال يجسد شغل الهيئه يحتاجون تطوير بالحيل,تطبيق احسن مثال جسد شغل هيئه احتاج تطوير حيله,ar,ال+تطبيق هذا أحسن مثال يجسد شغل ال+هيئه يحتاج+ون تطوير ب+ال+حيل
Enjoy Saudi,Enjoy Saudi,التطبيق يستمر في الاغلاق,1,التطبيق يستمر في الاغلاق,تطبيق استمر اغلاق,ar,ال+تطبيق يستمر في ال+إغلاق
Enjoy Saudi,Enjoy Saudi,التطبيق يظل يحمل فتره طويله جدا في بدايه فتحه.. و لا يعمل ابدا..,1,التطبيق يظل يحمل فتره طويله جدا في بدايه فتحه و لا يعمل ابدا,تطبيق ظل حمل فتر طويل جد داي فتح لا عمل ابد,ar,ال+تطبيق يظل يحمل فتر+ه طويل+ه جد+ا في ب+داي+ه فتح+ه و لا يعمل أبد+ا
Enjoy Saudi,Enjoy Saudi,التطبيق يعاني من مشاكل تقنية كثيرة,1,التطبيق يعاني من مشاكل تقنيه كثيره,تطبيق عانى مشكله تقني كثير,ar,ال+تطبيق يعاني من مشاكل تقني+ه كثير+ه
Enjoy Saudi,Enjoy Saudi,"التطبيق يعلق كثيرة ومايفتح الفعاليات 
يحتاج تحديث ضروري
آخر تحديث قبل ثلاث شهور!!!!",1,التطبيق يعلق كثيره ومايفتح الفعاليات يحتاج تحديث ضروري اخر تحديث قبل ثلاث شهور,تطبيق كثير ومايفتح فعاليه احتاج تحديث ضروري اخر تحديث ثلاث شهر,ar,ال+تطبيق يعلق كثير+ه ومايفتح ال+فعالي+ات يحتاج تحديث ضروري آخر تحديث قبل ثلاث شهور
Enjoy Saudi,Enjoy Saudi,التقويم مقلوب وخيارات البحث بفترة زمنية لا تعمل بشكل جيد (مثلا تختار اسبوع وتظهر لك نتائج شهر) وكذلك اختيار المدينة لا يتيح اختيار مدينة مفضلة او خيار تلقائي لمكان تواجد المستخدم وكذلك معلومات تفاصيل الفعاليات محدودة جدا,1,التقويم مقلوب وخيارات البحث بفتره زمنيه لا تعمل بشكل جيد مثلا تختار اسبوع وتظهر لك نتائج شهر وكذلك اختيار المدينه لا يتيح اختيار مدينه مفضله او خيار تلقائي لمكان تواجد المستخدم وكذلك معلومات تفاصيل الفعاليات محدوده جدا,تقويم مقلوب خيار بحث فتر زمني لا عمل شكل جيد اختار اسبوع ظهر نتيجه شهر اختيار مدينه لا اتاح اختيار مدين مفضل خيار تلقائي مكان تواجد مستخدم معلومه تفصيل فعاليه محدود جد,ar,ال+تقويم مقلوب و+خيار+ات ال+بحث ب+فتر+ه زمني+ه لا تعمل ب+شكل جيد مثل+ا تختار أسبوع و+تظهر ل+ك نتائج شهر و+كذلك اختيار ال+مدينه لا يتيح اختيار مدين+ه مفضل+ه أو خيار تلقائي ل+مكان تواجد ال+مستخدم و+كذلك معلوم+ات تفاصيل ال+فعالي+ات محدود+ه جد+ا
Enjoy Saudi,Enjoy Saudi,الرجاء حذف المناسبات المنتهية فلا جدوى من وجود عروض تمت في ٢٠٢١,1,الرجاء حذف المناسبات المنتهيه فلا جدوى من وجود عروض تمت في ,رجاء حذف مناسبه منتهيه لا جداء وجود عرض ,ar,ال+رجاء حذف ال+مناسب+ات ال+منتهيه ف+لا جدوى من وجود عروض تم+ت في
Enjoy Saudi,Enjoy Saudi,الرجاء مراجعة خريطة موقع الفعاليات لاني ادخل ع الخريطه الموجوده لديكم جوجل ماب في اي فعاليه ويحولني ع تطبيق احسان ؟؟؟,1,الرجاء مراجعه خريطه موقع الفعاليات لاني ادخل ع الخريطه الموجوده لديكم جوجل ماب في اي فعاليه ويحولني ع تطبيق احسان,رجاء مرجع خريط موقع فعاليه اني ادخل خريطه موجود جوجل ماب عالي يحولني تطبيق احسان,ar,ال+رجاء مراجع+ه خريط+ه موقع ال+فعالي+ات ل+اني أدخل ع ال+خريطه الموجود+ه لدي+كم جوجل ماب في اي ف+عالي+ه و+يحولني ع تطبيق إحسان
Enjoy Saudi,Enjoy Saudi,الفعاليات غير محدثة ولا يخصص الفعاليات حسب الموقع,1,الفعاليات غير محدثه ولا يخصص الفعاليات حسب الموقع,فعاليه غير محدث لا خصص فعاليه موقع,ar,ال+فعالي+ات غير محدث+ه و+لا يخصص ال+فعالي+ات حسب ال+موقع
Enjoy Saudi,Enjoy Saudi,الى مو من جدة والرياض لا تحمل التطبيق كل الفعاليات هناك🙋🏻‍♂️,1,الى مو من جده والرياض لا تحمل التطبيق كل الفعاليات هناك,مو جد رياض لا حمل تطبيق فعاليه,ar,الى مو من جد+ه و+ال+رياض لا تحمل ال+تطبيق كل ال+فعالي+ات هناك
Enjoy Saudi,Enjoy Saudi,إدخالات غلط ورابط غير صحيحة ونتائج البحث غير دقيقة,1,ادخالات غلط ورابط غير صحيحه ونتائج البحث غير دقيقه,ادخال غلط رابط غير صحيح نتيجه بحث غير دقيق,ar,ادخال+ات غلط و+رابط غير صحيح+ه و+نتائج ال+بحث غير دقيق+ه
Enjoy Saudi,Enjoy Saudi,برنامج سي مو شغال,1,برنامج سي مو شغال,برنامج سي مو شغال,ar,برنامج سي مو شغال
Enjoy Saudi,Enjoy Saudi,"برنامج عربي لوطن عربي لماذا لا نكتب البرنامج بالعربي او اسم التطبيق بالعربي 

حتى شرح البرنامج انجليزي",1,برنامج عربي لوطن عربي لماذا لا نكتب البرنامج بالعربي او اسم التطبيق بالعربي حتى شرح البرنامج انجليزي,برنامج عربي وطن عربي لماذا لا كتب برنامج عربي اسم تطبيق عربي شرح برنامج انجليزي,ar,برنامج عربي ل+وطن عربي لماذا لا نكتب ال+برنامج ب+ال+عربي أو اسم ال+تطبيق ب+ال+عربي حتى شرح ال+برنامج انجليزي
Enjoy Saudi,Enjoy Saudi,تطبيق يعلمك متى تصير المعاصي والذنوب في الارض,1,تطبيق يعلمك متى تصير المعاصي والذنوب في الارض,تطبيق علم معصيه ذنب ارض,ar,تطبيق يعلم+ك متى تصير ال+معاصي و+ال+ذنوب في ال+أرض
Enjoy Saudi,Enjoy Saudi,حملته في عيد الفطر 2018 و للأسف كان بطيء جدا وليس فيه أي فعالية. هذه مشكلتنا نحن العرب، نعمل التطبيق مرة واحدة ثم نهمله.,1,حملته في عيد الفطر  و للاسف كان بطيء جدا وليس فيه اي فعاليه هذه مشكلتنا نحن العرب نعمل التطبيق مره واحده ثم نهمله,حمله عيد فطر  اسف بطيء جد ليس عالي مشكله عربي عمل تطبيق مر نهمل,ar,حمل+ت+ه في عيد ال+فطر و ل+ال+اسف كان بطيء جد+ا و+ليس في+ه اي ف+عالي+ه هذه مشكل+ت+نا نحن ال+عرب نعمل ال+تطبيق مر+ه واحد+ه ثم نهمل+ه
Enjoy Saudi,Enjoy Saudi,رحت للفعاليه بالوقت والموعد ومافيه شي ,1,رحت للفعاليه بالوقت والموعد ومافيه شي,راح فعاليه وقت موعد مافي شي,ar,رح+ت ل+ال+فعاليه ب+ال+وقت و+ال+موعد و+مافي+ه شي
Enjoy Saudi,Enjoy Saudi,صار ما يطلع أنشطة وفعاليات اتمنى حل المشكلة قريب,1,صار ما يطلع انشطه وفعاليات اتمنى حل المشكله قريب,اطلع انشط فعاليه اتمنى حل مشكله قريب,ar,صار ما يطلع انشط+ه و+فعالي+ات أتمنى حل ال+مشكله قريب
Enjoy Saudi,Enjoy Saudi,ضعف في الاداء واخطاء كثيره,1,ضعف في الاداء واخطاء كثيره,ضعف اداء اخطاء كثير,ar,ضعف في ال+أداء و+اخطاء كثير+ه
Enjoy Saudi,Enjoy Saudi,عند تحديد منطقة معينة يعطيك كل المناطق👎🏻👎🏻,1,عند تحديد منطقه معينه يعطيك كل المناطق,تحديد منطق معين اعطى منطقه,ar,عند تحديد منطق+ه معين+ه يعطيك كل ال+مناطق
Enjoy Saudi,Enjoy Saudi,"فكرة التطبيق ممتازة
طريقة ونتائج البحث سيّء
تفاعل المستخدمين سيّء 
مشاركة الاحداث سيّء
الخصوصية سيّء
الاحداث المتوفرة ممنهجة ومملة جداً سيّء",1,فكره التطبيق ممتازه طريقه ونتائج البحث سيء تفاعل المستخدمين سيء مشاركه الاحداث سيء الخصوصيه سيء الاحداث المتوفره ممنهجه وممله جدا سيء,فكر تطبيق ممتاز طريق نتيجه بحث سيء تفاعل مستخدم سيء مشارك حدث سيء خصوصيه سيء حدث متوفره ممنهج ممل جد سيء,ar,فكر+ه ال+تطبيق ممتاز+ه طريق+ه و+نتائج ال+بحث سيء تفاعل ال+مستخدم+ين سيء مشارك+ه ال+أحداث سيء ال+خصوصيه سيء ال+أحداث ال+متوفره ممنهج+ه و+ممل+ه جد+ا سيء
Enjoy Saudi,Enjoy Saudi,فكره جميله و مفيده ولكن التطبيق ضعيف و يحتاج الى تحسينات و تحديثات و متابعة مستمره و بشكل اوسع,1,فكره جميله و مفيده ولكن التطبيق ضعيف و يحتاج الى تحسينات و تحديثات و متابعه مستمره و بشكل اوسع,فكر جميل مفيد تطبيق ضعيف احتاج تحسين تحديث متابع مستمر شكل اوسع,ar,فكر+ه جميل+ه و مفيد+ه و+لكن ال+تطبيق ضعيف و يحتاج الى تحسين+ات و تحديث+ات و متابع+ه مستمر+ه و ب+شكل أوسع
Enjoy Saudi,Enjoy Saudi,قمت بتحميله ومن ثم حذفته.. رديء جدا ويظهر نتائج من سنة وليست حديثة. عيب انه يكون بهذا المستوى,1,قمت بتحميله ومن ثم حذفته رديء جدا ويظهر نتائج من سنه وليست حديثه عيب انه يكون بهذا المستوى,تحميل حذف رديء جد ظهر نتيجه سن ليس حديث عيب مستوى,ar,قم+ت ب+تحميل+ه و+من ثم حذف+ت+ه رديء جد+ا و+يظهر نتائج من سن+ه و+ليس+ت حديث+ه عيب ان+ه يكون ب+هذا ال+مستوى
Enjoy Saudi,Enjoy Saudi,كان شغال وفجأة وقف حتى مع التحديث,1,كان شغال وفجاه وقف حتى مع التحديث,شغال فج تحديث,ar,كان شغال و+فجا+ه وقف حتى مع ال+تحديث
Enjoy Saudi,Enjoy Saudi,كل شوي يعلق ويقفل,1,كل شوي يعلق ويقفل,شوي اقفل,ar,كل شوي يعلق و+يقفل
Enjoy Saudi,Enjoy Saudi,كنت اعتبره برانامج ممتاز.. بس مع اول استخدام طلع فاشل وصلت مكان المهرجان لقيته منتهي من مده ولا يوجد تحديث علي التطبيق بأن الفاعليه انتهت,1,كنت اعتبره برانامج ممتاز بس مع اول استخدام طلع فاشل وصلت مكان المهرجان لقيته منتهي من مده ولا يوجد تحديث علي التطبيق بان الفاعليه انتهت,اعتبر برانامج ممتاز بس اول استخدام طلع فاشل وصل مكان مهرجان لقي منتهي مد لا وجد تحديث علي تطبيق باني فاعل انتهى,ar,كن+ت اعتبر+ه برانامج ممتاز بس مع أول استخدام طلع فاشل وصل+ت مكان ال+مهرجان لقي+ت+ه منتهي من مد+ه و+لا يوجد تحديث علي ال+تطبيق بان ال+فاعليه انته+ت
Enjoy Saudi,Enjoy Saudi,لا أدري لماذا يتم أخذ المعلومات في بداية التطبيق ثم لا توجد أي تصفية لنتائج البحث، ويبدو من نوع الفعاليات أن العدد لا الجودة هو المهم. الفعاليات النوعية قليلة وضائعة بين الفعاليات المكررة,1,لا ادري لماذا يتم اخذ المعلومات في بدايه التطبيق ثم لا توجد اي تصفيه لنتائج البحث ويبدو من نوع الفعاليات ان العدد لا الجوده هو المهم الفعاليات النوعيه قليله وضائعه بين الفعاليات المكرره,لا ادري لماذا معلومه داي تطبيق لا وجد تصفي نتيجه بحث بدا نوع فعاليه لا جوده مهم فعاليه نوعيه قليل ضائع فعاليه مكرره,ar,لا أدري لماذا يتم أخذ ال+معلوم+ات في ب+داي+ه ال+تطبيق ثم لا توجد اي تصفي+ه ل+نتائج ال+بحث و+يبدو من نوع ال+فعالي+ات ان ال+عدد لا ال+جوده هو ال+مهم ال+فعالي+ات ال+نوعيه قليل+ه و+ضائع+ه بين ال+فعالي+ات ال+مكرره
Enjoy Saudi,Enjoy Saudi,للاسف تحس اللي مسويه ما له اية خبره ع نظام الاندرويد !؟,1,للاسف تحس اللي مسويه ما له ايه خبره ع نظام الاندرويد,اسف احس مسوي خبر نظام اندرويد,ar,ل+ال+اسف تحس اللي مسوي+ه ما ل+ه أي خبر+ه ع نظام ال+اندرويد
Enjoy Saudi,Enjoy Saudi,للأسف اقل شي نجمه ولا البرنامج يستحق صفر وتحت الصفر كمان مايشتغل حتى بعد التحديث,1,للاسف اقل شي نجمه ولا البرنامج يستحق صفر وتحت الصفر كمان مايشتغل حتى بعد التحديث,اسف اقل شي نجم لا برنامج استحق تحت كمان مايشتغل تحديث,ar,ل+ال+اسف أقل شي نجم+ه و+لا ال+برنامج يستحق صفر و+تحت ال+صفر كمان مايشتغل حتى بعد ال+تحديث
Enjoy Saudi,Enjoy Saudi,للأسف التطبيق قديم جدًا بجميع مايحتوي، لازم تحدثون التطبيق .. الى الان عارضين حفلات 2019!,1,للاسف التطبيق قديم جدا بجميع مايحتوي لازم تحدثون التطبيق الى الان عارضين حفلات ,اسف تطبيق قديم جد جميع مايحتوي لازم احدث تطبيق الان عارض حفله ,ar,ل+ال+اسف ال+تطبيق قديم جد+ا ب+جميع مايحتوي لازم تحدث+ون ال+تطبيق الى الان عارض+ين حفل+ات
Enjoy Saudi,Enjoy Saudi,للأسف التطبيق لا يعمل,1,للاسف التطبيق لا يعمل,اسف تطبيق لا عمل,ar,ل+ال+اسف ال+تطبيق لا يعمل
Enjoy Saudi,Enjoy Saudi,من المؤسف ان يكون التطبيق الذي يعتبر الواجهة الاولى و الرسمية بهذا النقص مع وجود الدعم و الامكانيات الكافية لجعل منه افضل تطبيق على الاطلاق و الا ينافس من قبل تطبيقات فرعية من قبل جهات تدخل لمجال التسويق للترفية و تنافس المصدر الاساسي ... يحتاج الى الكثير و الكثير جدا من التحسين و التطوير و المتابعة  لجعله اكثر سرعة و سهولة و مرونة و دقة ... و التعليقات بخصوص المدن يجب ان يحتل المكانة الاولى في التصحيح حتى يتحقق المطلوب من التطبيق.,1,من المؤسف ان يكون التطبيق الذي يعتبر الواجهه الاولى و الرسميه بهذا النقص مع وجود الدعم و الامكانيات الكافيه لجعل منه افضل تطبيق على الاطلاق و الا ينافس من قبل تطبيقات فرعيه من قبل جهات تدخل لمجال التسويق للترفيه و تنافس المصدر الاساسي يحتاج الى الكثير و الكثير جدا من التحسين و التطوير و المتابعه لجعله اكثر سرعه و سهوله و مرونه و دقه و التعليقات بخصوص المدن يجب ان يحتل المكانه الاولى في التصحيح حتى يتحقق المطلوب من التطبيق,مؤسف تطبيق اعتبر واجه اولى رسميه نقص وجود دعم امكاني كافيه افضل تطبيق اطلاق الا نافس تطبيق فرعي جهه دخل مجالي تسويق ترفيه نافس مصدر اساسي احتاج كثير كثير جد تحسين تطوير متابعه اكثر سرع سهل مرون دق تعليق خصوص مدينه وجب احتل مكان اولى تصحيح تحقق مطلوب تطبيق,ar,من ال+مؤسف ان يكون ال+تطبيق الذي يعتبر ال+واجهه ال+اولى و ال+رسميه ب+هذا ال+نقص مع وجود ال+دعم و ال+امكاني+ات ال+كافيه ل+جعل من+ه أفضل تطبيق على ال+إطلاق و الا ينافس من قبل تطبيق+ات فرعي+ه من قبل جه+ات تدخل ل+مجال ال+تسويق ل+ال+ترفيه و تنافس ال+مصدر ال+أساسي يحتاج الى ال+كثير و ال+كثير جد+ا من ال+تحسين و ال+تطوير و ال+متابعه ل+جعل+ه أكثر سرع+ه و سهول+ه و مرون+ه و دق+ه و ال+تعليق+ات ب+خصوص ال+مدن يجب ان يحتل ال+مكانه ال+اولى في ال+تصحيح حتى يتحقق ال+مطلوب من ال+تطبيق
Enjoy Saudi,Enjoy Saudi,نحتاج منكم تطوير للبرنامج طريقة عرض جدول كلندر مربعات ايام الشهر وايش الغعاليه فيه وتحديد المدينة او اقدر ادور باليوم ايش المتوفر فعاليات بالمدينة الفلانيه شكرا لجهودكم لان طريقة العرض تضيع,1,نحتاج منكم تطوير للبرنامج طريقه عرض جدول كلندر مربعات ايام الشهر وايش الغعاليه فيه وتحديد المدينه او اقدر ادور باليوم ايش المتوفر فعاليات بالمدينه الفلانيه شكرا لجهودكم لان طريقه العرض تضيع,احتاج تطوير برنامج طريق عرض جدول كلندر مربع ايام شهر ايش غعاليه تحديد مدينه اقدر ادور ايش متوفر فعاليه مدينه فلانيه شكر جهد لان طريق عرض ضاع,ar,نحتاج من+كم تطوير ل+ال+برنامج طريق+ه عرض جدول كلندر مربع+ات أيام ال+شهر و+ايش ال+غعاليه في+ه و+تحديد ال+مدينه أو أقدر ادور ب+ال+يوم ايش ال+متوفر فعالي+ات ب+ال+مدينه ال+فلانيه شكر+ا ل+جهود+كم لان طريق+ه ال+عرض تضيع
Enjoy Saudi,Enjoy Saudi,يظهر كل المدن رغم اني اخترت الرياض,1,يظهر كل المدن رغم اني اخترت الرياض,ظهر مدينه رغم اختار رياض,ar,يظهر كل ال+مدن رغم ان+ي اختر+ت ال+رياض
Enjoy Saudi,Enjoy Saudi,البرنامج معلق -_-,5,البرنامج معلق,برنامج معلق,ar,ال+برنامج معلق
Enjoy Saudi,Enjoy Saudi,التطبيق رائع ولكن بحاجه الى ذكر عنوان ورقم او ايميل الجهه المنظمه قبل الفعاليه بزمن كافي لمن يرغب في المشارك,5,التطبيق رائع ولكن بحاجه الى ذكر عنوان ورقم او ايميل الجهه المنظمه قبل الفعاليه بزمن كافي لمن يرغب في المشارك,تطبيق رائع حاج ذكر عنوان رقم ايميل جهه منظمه فعاليه زمن كافي رغب مشارك,ar,ال+تطبيق رائع و+لكن ب+حاج+ه الى ذكر عنوان و+رقم أو ايميل ال+جهه ال+منظمه قبل ال+فعاليه ب+زمن كافي ل+من يرغب في ال+مشارك
Enjoy Saudi,Enjoy Saudi,التطبيق مفيد جدا حاطين فيه كل المعلومات حقت الفعاليات,5,التطبيق مفيد جدا حاطين فيه كل المعلومات حقت الفعاليات,تطبيق مفيد جد حاط معلومه حق فعاليه,ar,ال+تطبيق مفيد جد+ا حاط+ين في+ه كل ال+معلوم+ات حق+ت ال+فعالي+ات
Enjoy Saudi,Enjoy Saudi,"انا اخترت الرياض
يجيني اغلب البلدان !!!",5,انا اخترت الرياض يجيني اغلب البلدان,اختار رياض يجيني اغلب بلد,ar,أنا اختر+ت ال+رياض يجيني أغلب ال+بلدان
Enjoy Saudi,Enjoy Saudi,إذا تبغى كل فعاليات المملكة بتحصلها هنا 😍,5,اذا تبغى كل فعاليات المملكه بتحصلها هنا,اذ تبغى فعاليه مملكه حصل,ar,اذ+ا تبغى كل فعالي+ات ال+مملكه ب+تحصل+ها هنا
Enjoy Saudi,Enjoy Saudi,تطبيق ممتاز وجيد جدا بس محتاج شويه ترتيب,5,تطبيق ممتاز وجيد جدا بس محتاج شويه ترتيب,تطبيق ممتاز جيد جد بس محتاج شوي ترتيب,ar,تطبيق ممتاز و+جيد جد+ا بس محتاج شوي+ه ترتيب
Enjoy Saudi,Enjoy Saudi,تطبيق ممتاز يعرض كل الفعاليات في جميع المدن,5,تطبيق ممتاز يعرض كل الفعاليات في جميع المدن,تطبيق ممتاز عرض فعاليه جميع مدينه,ar,تطبيق ممتاز يعرض كل ال+فعالي+ات في جميع ال+مدن
Enjoy Saudi,Enjoy Saudi,جبار وكثر الله خيركم على الجهود عشان ترضو الشعب❤️❤️وكثروا من الحفلات الغنائيه قجدة,5,جبار وكثر الله خيركم على الجهود عشان ترضو الشعبوكثروا من الحفلات الغنائيه قجده,جبار كثر الله خير جهد عشان ترضو شعبوكثروا حفله غنائيه قجده,ar,جبار و+كثر الله خير+كم على ال+جهود عشان ترضو ال+شعبوكثروا من ال+حفل+ات ال+غنائيه قجده
Enjoy Saudi,Enjoy Saudi,جميل لكن يحتاج الى تطوير,5,جميل لكن يحتاج الى تطوير,جميل احتاج تطوير,ar,جميل لكن يحتاج الى تطوير
Enjoy Saudi,Enjoy Saudi,صراحة هذا اللي كنا ننتظرة من زمان حتى لو كان التطبيق عليه ملاحظات ولكن كنا في وقت من الاوقات ما نعرف انه توجد فعاليه الا بعد ما تصير ,5,صراحه هذا اللي كنا ننتظره من زمان حتى لو كان التطبيق عليه ملاحظات ولكن كنا في وقت من الاوقات ما نعرف انه توجد فعاليه الا بعد ما تصير,صراح انتظر زمان تطبيق ملاحظه وقت وقت عرف وجد عالي الا,ar,صراح+ه هذا اللي كن+نا ننتظر+ه من زمان حتى لو كان ال+تطبيق علي+ه ملاحظ+ات و+لكن كن+نا في وقت من ال+أوقات ما نعرف ان+ه توجد ف+عالي+ه الا بعد ما تصير
Enjoy Saudi,Enjoy Saudi,"ياريت تسوون خانة للشكاوي والاقتراحات

البرنامج جديد وممتاز",5,ياريت تسوون خانه للشكاوي والاقتراحات البرنامج جديد وممتاز,ياريت خان شكاوي اقتراح برنامج جديد ممتاز,ar,ياريت تسو+ون خان+ه ل+ال+شكاوي و+ال+اقتراح+ات ال+برنامج جديد و+ممتاز
Enjoy Saudi,Enjoy Saudi,يحتاج صور لكل فعاليه للتحفيز,5,يحتاج صور لكل فعاليه للتحفيز,احتاج صوره عالي تحفيز,ar,يحتاج صور ل+كل ف+عالي+ه ل+ال+تحفيز
Enjoy Saudi,Enjoy Saudi,يحددلك تفاصيل الفعاليات من حيث مكانها واوقاتها واذا كانت عوائل او شباب واماكن توفر التذاكر,5,يحددلك تفاصيل الفعاليات من حيث مكانها واوقاتها واذا كانت عوائل او شباب واماكن توفر التذاكر,يحددلك تفصيل فعاليه مكان اوق اذ عائله شاب مكان وفر تذكره,ar,يحددلك تفاصيل ال+فعالي+ات من حيث مكان+ها و+اوق+ات+ها و+اذ+ا كان+ت عوائل أو شباب و+أماكن توفر ال+تذاكر
Enjoy Saudi,Enjoy Saudi,يعطيكم العافية ، برنامج حلو لمعرفة النشاطات الترفيهية حسب كل منطقة,5,يعطيكم العافيه برنامج حلو لمعرفه النشاطات الترفيهيه حسب كل منطقه,يعطيكم عافيه برنامج حلو معرف نشاط ترفيهيه منطق,ar,يعطيكم ال+عافيه برنامج حلو ل+معرف+ه ال+نشاط+ات ال+ترفيهيه حسب كل منطق+ه
Ein,Ein,التطبيق جميل وكل شيء رائع فيه لكن مرات يخطأ في الاختبارات اتمنى مراجعة المشكلة وإصلاحها,5,,,,
Ein,Ein,انصحكم فيه👌👌🤩🤩🤩🤩,5,,,,
Ein,Ein,تطبيق رائع,5,,,,
Ein,Ein,حلو,5,,,,
Ein,Ein,حلوه,5,,,,
Ein,Ein,خطوة موفقة لتسهيل عملية التعلم رقميا لتكون في متناول الطالب و متابعة الأهل . جهد جبار يستحق الشكر,5,,,,
Ein,Ein,رائعة,5,,,,
Ein,Ein,مفيد للمعلمين والمعلمات وطلاب والطالبات واولياء الامور والمشرفين يوفر كل احتيجات الدراسة عن بعد,5,,,,
Ein,Ein,ممتاز,5,,,,
Ein,Ein,ممتاز جدا عين التعليمي بارك الله فيكم كثر الله خيركم,5,,,,
Ein,Ein,ممتاز و جميل مجهود يشكر عليه من القلب الرجاء اضافة دعم دوران الشاشة مفيد جدا خصوصا عند عكس الشاشة على جهاز التلفزيون,5,,,,
Ein,Ein,ممتازة جدا عين البوابة التعليم الوطنية ممتازة جدا,5,,,,
Ehsan,Ehsan,اتمنى زيادة عدد فرص التبرع الشهري بحيث ما تكون محصورة على عمل واحدجزاكم الله خير الجزاء,5,اتمني زياده عدد فرص التبرع الشهري بحيث ما تكون محصوره علي عمل واحدجزاكم الله خير الجزاء,أتمنى زياد عدد فرصة تبرع شهري حيث ما كان محصور علي عمل واحد جزى الله خير جزاء,ar,
Ehsan,Ehsan,اتمنى لو كان بالامكان الاشتراك في التبرع الدوري بفئات مختلفة وان لا تكون محدودة على اختيار واحد فقط,5,اتمني لو كان بالامكان الاشتراك في التبرع الدوري بفءات مختلفه وان لا تكون محدوده علي اختيار واحد فقط,أتمنى لو كان إمكان اشتراك في تبرع دوري فءات مختلف وان لا كان محدود علي اختيار واحد فقط,ar,
